title,price,link
"HONOR MagicBook X16 Pro 2024, 13th Gen Intel Core i5-13420H (16GB/512GB NVMe SSD, 16-inch (40.64 cm) FHD IPS Anti-Glare Thin and Light Laptop/Windows 11/Backlit Keyboard/Fingerprint/1.75Kg), Gray","53,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo0MzE4MTY3MzAzNjI1ODEwOjE3MjcyNjk2NjM6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDE2OTc3NTIyMjkzMjo6MDo6&url=%2FMagicBook-i5-13420H-Anti-Glare-Keyboard-Fingerprint%2Fdp%2FB0CXLWXYB1%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.cd33fa60-47cd-49f3-80b8-24b1f0cbef97%253Aamzn1.sym.cd33fa60-47cd-49f3-80b8-24b1f0cbef97%26crid%3D82JPIJIXTHA6%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.dReHFrlFYTowpKM-sS8vISwbE9uvmkqi385K2Vzduv0yZCJSIY1fO9E79n16avybUo_wdb93rWYhYbu_xK7TFQ.LOhJ-uxfLieHrsuwGzZ-8tn7Gyr3RMhwrnrcZAMrYSY%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0CXLWXYB1%26pd_rd_r%3D4077e790-9bf5-4d5d-9692-f195d3a422e9%26pd_rd_w%3DZmndw%26pd_rd_wg%3DYA8CQ%26pf_rd_p%3Dcd33fa60-47cd-49f3-80b8-24b1f0cbef97%26pf_rd_r%3DXH70DCW7S9EDGB8AZWF8%26qid%3D1727269663%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C230%26sr%3D1-1-ced4eeeb-b190-41d6-902a-1ecb3fb8b7c4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
N/A,N/A,N/A
"Dell 15 Thin & Light Laptop, Intel Core 13th Generation i5-1334U Processor, 8GB DDR4 & 512GB SSD, 15.6"" (39.62cm) FHD 120Hz 250 nits, Windows 11 + MSO'21 + 15 Month Mcafee, Carbon Black, 1.66kg","48,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo2NDU4MzY5NzMxMzkzNjY1OjE3MjcyNjk2Njg6c3BfYnRmOjMwMDE4OTI5MDg2MTUzMjo6MDo6&url=%2FDell-Generation-i5-1334U-Processor-39-62cm%2Fdp%2FB0D46P4V5V%2Fref%3Dsr_1_37_sspa%3Fcrid%3D82JPIJIXTHA6%26dib%3DeyJ2IjoiMSJ9.IwjDZBYHoVMjMptuGDgwTnt8aYEScA30n1oprl1i40tXNet-CxlT1rg9lFPsxOw5ETBGHT2hm_X8jiRmC8ycAmGhH9BThH_dMLBKUXYB4XGethvCvdTwOWxwNLi_ZTRX5j4na1Rt1P9uU5jgBaR7U6TLKXW_zJZQbLabkV210yo2JkIAR2f_tRF7MOSYz0YN0W0r5xMy7BODTWCFkPeg_BFgw2CObwSyOWu3HpoEfwQ.jb20aoT_OTksgd-y5cFnQKOdicuTMkyDB8Bp0ReUW7g%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1727269668%26sprefix%3Dlaptop%252Caps%252C230%26sr%3D8-37-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
"Lenovo IdeaPad Slim 3 12th Gen Intel Core i5-12450H 15.6"" (39.6cm) FHD IPS Thin & Light Laptop (16GB/512GB SSD/Intel UHD Graphics/Win 11/MSO 21/Backlit KB/1 Yr ADP Free/Grey/1.6Kg), 83ER008DIN","52,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo2NDU4MzY5NzMxMzkzNjY1OjE3MjcyNjk2Njg6c3BfYnRmOjMwMDEwMzQ5ODU4NjEzMjo6MDo6&url=%2FLenovo-IdeaPad-i5-12450H-Warranty-83ER008DIN%2Fdp%2FB0CNVH114V%2Fref%3Dsr_1_38_sspa%3Fcrid%3D82JPIJIXTHA6%26dib%3DeyJ2IjoiMSJ9.IwjDZBYHoVMjMptuGDgwTnt8aYEScA30n1oprl1i40tXNet-CxlT1rg9lFPsxOw5ETBGHT2hm_X8jiRmC8ycAmGhH9BThH_dMLBKUXYB4XGethvCvdTwOWxwNLi_ZTRX5j4na1Rt1P9uU5jgBaR7U6TLKXW_zJZQbLabkV210yo2JkIAR2f_tRF7MOSYz0YN0W0r5xMy7BODTWCFkPeg_BFgw2CObwSyOWu3HpoEfwQ.jb20aoT_OTksgd-y5cFnQKOdicuTMkyDB8Bp0ReUW7g%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1727269668%26sprefix%3Dlaptop%252Caps%252C230%26sr%3D8-38-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
"TABLE MAGIC Xl-Pro Laptop Table Mat Finish| Work At Home Table| Study Table| Over Bed Table | Alloy Steel, Black, 45 Cm, 60 CM","2,889",https://amazon.in/https://aax-eu.amazon.in/x/c/JGVCFhF05LAElcZ7bjt7jMAAAAGSKUuFmAMAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDEgICDgKUNX/https://www.amazon.in/TABLE-XL-Pro-Multipurpose-Black/dp/B0BFPNL98N/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1%3Aamzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1&crid=82JPIJIXTHA6&cv_ct_cx=laptop&dib=eyJ2IjoiMSJ9.Q0BEpdzsHyLXc_ZNAV4u9g.XKR0HGKmvHBkbXKSvo-6ZjJMlW4EC6g2Y1G4x2CHc5s&dib_tag=se&keywords=laptop&pd_rd_i=B0BFPNL98N&pd_rd_r=679a620b-60f2-4c41-ab14-c64def4dead2&pd_rd_w=hcWqT&pd_rd_wg=83GAF&pf_rd_p=0e800d3e-a8c4-466c-97dc-d089e27309f1&pf_rd_r=S327P9EKGWAK869GBSD2&qid=1727269668&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=laptop%2Caps%2C230&sr=1-17-06195d41-65bd-48f4-8e70-03d97b6094ec
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
"HP Laptop 15s, 12th Gen Intel Core i3-1215U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, Intel UHD Graphics, 720p HD Camera, Thin & Light, Dual Speakers (Win 11, Silver, 1.69 kg), fy5011TU","37,490",https://amazon.in//sspa/click?ie=UTF8&spc=MTo0MDAzNjQ2Njg1MTcwNTk1OjE3MjcyNjk2NzM6c3BfYXRmX25leHQ6MzAwMzQyNDc3Nzg4NzMyOjowOjo&url=%2FHP-i3-1215U-15-6-inch-Graphics-Speakers%2Fdp%2FB0D4LZMJ5Z%2Fref%3Dsr_1_33_sspa%3Fcrid%3D82JPIJIXTHA6%26dib%3DeyJ2IjoiMSJ9.pwb2kgbZqV1v7hcMtyrGGWYKFf0rI_ff0ic0f4e_Dls1V4uM9vTadJmEwORUrlgcdgE9zAwysS5TJGnb5xNedTRIokNbdU-JSSIG70hnz4OghZwjB7bzRinBinnCmcREUOgDT0mJA1vn-edL9KsCOP9jByJEsKq1y9Wun5uN3pNAnirdXEJlBqMQuI9n8ZLgmye2RoUC3rjGsxJbfuOZ9gIyKuigDYh-bsNMHUA7o_Y.TeqbmqPqnOb4UA54qqE8WLH8jpL_1ucb_MyuvfA1WH8%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1727269673%26sprefix%3Dlaptop%252Caps%252C230%26sr%3D8-33-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
"ASUS Vivobook 16, IntelCore i3-1215U 12th Gen, Thin and Light Laptop, 16-inch (40.64 cm) FHD+, (8 GB RAM/512GB SSD/Windows 11/Fingerprint/Black/1.88kg), X1605ZAB-MB322WS","35,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo0MDAzNjQ2Njg1MTcwNTk1OjE3MjcyNjk2NzM6c3BfYXRmX25leHQ6MzAwMzQyNDc3Nzg3ODMyOjowOjo&url=%2FASUS-Vivobook-Intel%25C2%25AECoreTM-FingerPrint-X1605ZAB-MB322WS%2Fdp%2FB0CFVYSZFG%2Fref%3Dsr_1_34_sspa%3Fcrid%3D82JPIJIXTHA6%26dib%3DeyJ2IjoiMSJ9.pwb2kgbZqV1v7hcMtyrGGWYKFf0rI_ff0ic0f4e_Dls1V4uM9vTadJmEwORUrlgcdgE9zAwysS5TJGnb5xNedTRIokNbdU-JSSIG70hnz4OghZwjB7bzRinBinnCmcREUOgDT0mJA1vn-edL9KsCOP9jByJEsKq1y9Wun5uN3pNAnirdXEJlBqMQuI9n8ZLgmye2RoUC3rjGsxJbfuOZ9gIyKuigDYh-bsNMHUA7o_Y.TeqbmqPqnOb4UA54qqE8WLH8jpL_1ucb_MyuvfA1WH8%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1727269673%26sprefix%3Dlaptop%252Caps%252C230%26sr%3D8-34-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
"HP [Windows 11 Home] 255 G8 Notebook, 15.6'' HD Display, AMD Athlon 3020e Processor, 8GB Memory, 256GB SSD, Wi-Fi, Bluetooth, Type-C Port, RJ-45 Port, Black","21,390",https://amazon.in//HP-255-G8-Processor-Bluetooth/dp/B0B6LCJ3FD/ref=sr_1_35?crid=82JPIJIXTHA6&dib=eyJ2IjoiMSJ9.pwb2kgbZqV1v7hcMtyrGGWYKFf0rI_ff0ic0f4e_Dls1V4uM9vTadJmEwORUrlgcdgE9zAwysS5TJGnb5xNedTRIokNbdU-JSSIG70hnz4OghZwjB7bzRinBinnCmcREUOgDT0mJA1vn-edL9KsCOP9jByJEsKq1y9Wun5uN3pNAnirdXEJlBqMQuI9n8ZLgmye2RoUC3rjGsxJbfuOZ9gIyKuigDYh-bsNMHUA7o_Y.TeqbmqPqnOb4UA54qqE8WLH8jpL_1ucb_MyuvfA1WH8&dib_tag=se&keywords=laptop&qid=1727269673&sprefix=laptop%2Caps%2C230&sr=8-35
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
"Lenovo [Smartchoice LOQ 12th Gen Intel Core i5-12450HX /39.6cm/ 144Hz 300Nits FHD Gaming Laptop (16GB/512GB SSD/Win 11/ RTX 3050 6GB Graphics/100% sRGB/MSO 21/3 Mon Game Pass/Grey/2.4Kg), 83GS003UIN","69,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo0MzE4MTY3MzAzNjI1ODEwOjE3MjcyNjk2NjM6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDE2NzA4OTQ1OTMzMjo6MTo6&url=%2FLenovo-Smartchoice-i5-12450HX-Graphics-83GS003UIN%2Fdp%2FB0CX8XPKWJ%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.cd33fa60-47cd-49f3-80b8-24b1f0cbef97%253Aamzn1.sym.cd33fa60-47cd-49f3-80b8-24b1f0cbef97%26crid%3D82JPIJIXTHA6%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.dReHFrlFYTowpKM-sS8vISwbE9uvmkqi385K2Vzduv0yZCJSIY1fO9E79n16avybUo_wdb93rWYhYbu_xK7TFQ.LOhJ-uxfLieHrsuwGzZ-8tn7Gyr3RMhwrnrcZAMrYSY%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0CX8XPKWJ%26pd_rd_r%3D4077e790-9bf5-4d5d-9692-f195d3a422e9%26pd_rd_w%3DZmndw%26pd_rd_wg%3DYA8CQ%26pf_rd_p%3Dcd33fa60-47cd-49f3-80b8-24b1f0cbef97%26pf_rd_r%3DXH70DCW7S9EDGB8AZWF8%26qid%3D1727269663%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C230%26sr%3D1-2-ced4eeeb-b190-41d6-902a-1ecb3fb8b7c4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
N/A,N/A,N/A
N/A,N/A,N/A
"ASUS Vivobook Go 15 (2023), AMD Ryzen 5 7520U, 15.6"" (39.62 cm) FHD, Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Mixed Black/1.63 kg), E1504FA-NJ542WS","39,990",https://amazon.in//ASUS-Vivobook-Laptop-Windows-E1504FA-NJ542WS/dp/B0BTWF2BQX/ref=sr_1_36?crid=82JPIJIXTHA6&dib=eyJ2IjoiMSJ9.pwb2kgbZqV1v7hcMtyrGGWYKFf0rI_ff0ic0f4e_Dls1V4uM9vTadJmEwORUrlgcdgE9zAwysS5TJGnb5xNedTRIokNbdU-JSSIG70hnz4OghZwjB7bzRinBinnCmcREUOgDT0mJA1vn-edL9KsCOP9jByJEsKq1y9Wun5uN3pNAnirdXEJlBqMQuI9n8ZLgmye2RoUC3rjGsxJbfuOZ9gIyKuigDYh-bsNMHUA7o_Y.TeqbmqPqnOb4UA54qqE8WLH8jpL_1ucb_MyuvfA1WH8&dib_tag=se&keywords=laptop&qid=1727269673&sprefix=laptop%2Caps%2C230&sr=8-36
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
"HP Laptop 15,12th Gen Intel Core i3-1215U,15.6 inch(39.6 cm),FHD,Anti-Glare,8 GB DDR4,512 GB SSD,Windows 11,MSO,Dual Speakers,1.69 kg,Natural Silver,15s-fq5326TU","36,490",https://amazon.in//HP-i3-1215U-Anti-Glare-Speakers-15s-fq5326TU/dp/B0CYQ257C1/ref=sr_1_37?crid=82JPIJIXTHA6&dib=eyJ2IjoiMSJ9.pwb2kgbZqV1v7hcMtyrGGWYKFf0rI_ff0ic0f4e_Dls1V4uM9vTadJmEwORUrlgcdgE9zAwysS5TJGnb5xNedTRIokNbdU-JSSIG70hnz4OghZwjB7bzRinBinnCmcREUOgDT0mJA1vn-edL9KsCOP9jByJEsKq1y9Wun5uN3pNAnirdXEJlBqMQuI9n8ZLgmye2RoUC3rjGsxJbfuOZ9gIyKuigDYh-bsNMHUA7o_Y.TeqbmqPqnOb4UA54qqE8WLH8jpL_1ucb_MyuvfA1WH8&dib_tag=se&keywords=laptop&qid=1727269673&sprefix=laptop%2Caps%2C230&sr=8-37
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
"Acer ALG 12th Gen Intel Core i5 Gaming Laptop (16GB RAM/512GB SSD/6GB RTX 3050 Graphics/144Hz/Win11Home/Wifi 6) AL15G-52, 39.62cm (15.6 inch) FHD Display, Premium Metal Body, Steel Gray, 1.99KG","62,949",https://amazon.in//sspa/click?ie=UTF8&spc=MToxMzQyNzk1ODE2Mjg4NzIwOjE3MjcyNjk2NzM6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDI4MTUwMDA4OTIzMjo6MDo6&url=%2FAcer-Graphics-Win11Home-AL15G-52-39-62cm%2Fdp%2FB0D32TY16C%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%253Aamzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%26crid%3D82JPIJIXTHA6%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.jpG2znFO0sCSy5i2To6eaM3TwjHvMD5jRYqp6_ri8JEgpQGJ4-PstGuKRV9UyCCeZVufZ7Amtc56RHigQaXBsg.lwsdR2Jp2Q8q1fSG1ueTL33fP70TbC-FOFVgBiZc23s%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0D32TY16C%26pd_rd_r%3Dbd08fedd-27a7-4112-8a3a-9c2b5d10bf9f%26pd_rd_w%3Dsh9U7%26pd_rd_wg%3DQUMS0%26pf_rd_p%3D59126330-c308-4c36-a5a0-21cac002681f%26pf_rd_r%3D1TR4CTQ5EY3P6T8VTY6D%26qid%3D1727269673%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C230%26sr%3D1-33-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
"Dell G15-5530 Gaming Laptop, Intel Core i5-13450HX Processor, 16GB DDR5, 512GB,NVIDIA RTX 3050,6GB GDDR6, 15.6"" (39.62cm) FHD 120Hz 250 nits, Backlit KB Orange,Windows 11 + MSO'21,Dark Shadow, 2.65kg","71,490",https://amazon.in//sspa/click?ie=UTF8&spc=MToxMzQyNzk1ODE2Mjg4NzIwOjE3MjcyNjk2NzM6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDE2NzI0ODgwMTAzMjo6MTo6&url=%2FDell-G15-5530-Gaming-i5-13450HX-Processor%2Fdp%2FB0CRKX3JRT%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%253Aamzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%26crid%3D82JPIJIXTHA6%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.jpG2znFO0sCSy5i2To6eaM3TwjHvMD5jRYqp6_ri8JEgpQGJ4-PstGuKRV9UyCCeZVufZ7Amtc56RHigQaXBsg.lwsdR2Jp2Q8q1fSG1ueTL33fP70TbC-FOFVgBiZc23s%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0CRKX3JRT%26pd_rd_r%3Dbd08fedd-27a7-4112-8a3a-9c2b5d10bf9f%26pd_rd_w%3Dsh9U7%26pd_rd_wg%3DQUMS0%26pf_rd_p%3D59126330-c308-4c36-a5a0-21cac002681f%26pf_rd_r%3D1TR4CTQ5EY3P6T8VTY6D%26qid%3D1727269673%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C230%26sr%3D1-34-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
"ASUS Vivobook 16 (2023)Thin & Light Laptop,Intel Core i9-13900H 13th Gen, 16"" (40.64 cm) FHD+(16GB RAM/512GB SSD/Intel Iris Xe/Win 11/Office 2021/Backlit KB/Fingerprint/Black/1.88 kg) X1605VA-MB947WS","84,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToxMzQyNzk1ODE2Mjg4NzIwOjE3MjcyNjk2NzM6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDEyMDAyMjQyNzQzMjo6Mjo6&url=%2FASUS-Vivobook-i9-13900H-Fingerprint-X1605VA-MB947WS%2Fdp%2FB0CHMZRC89%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%253Aamzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%26crid%3D82JPIJIXTHA6%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.jpG2znFO0sCSy5i2To6eaM3TwjHvMD5jRYqp6_ri8JEgpQGJ4-PstGuKRV9UyCCeZVufZ7Amtc56RHigQaXBsg.lwsdR2Jp2Q8q1fSG1ueTL33fP70TbC-FOFVgBiZc23s%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0CHMZRC89%26pd_rd_r%3Dbd08fedd-27a7-4112-8a3a-9c2b5d10bf9f%26pd_rd_w%3Dsh9U7%26pd_rd_wg%3DQUMS0%26pf_rd_p%3D59126330-c308-4c36-a5a0-21cac002681f%26pf_rd_r%3D1TR4CTQ5EY3P6T8VTY6D%26qid%3D1727269673%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C230%26sr%3D1-35-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
"Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/1Yr ADP Free/3months Game Pass/Arctic Grey/1.63Kg), 82RK00VTIN","34,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToxMzQyNzk1ODE2Mjg4NzIwOjE3MjcyNjk2NzM6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDI1MDgzMTQ5MzMzMjo6Mzo6&url=%2FLenovo-IdeaPad-39-62cm-Warranty-82RK006DIN%2Fdp%2FB0B4JPC8GT%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%253Aamzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%26crid%3D82JPIJIXTHA6%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.jpG2znFO0sCSy5i2To6eaM3TwjHvMD5jRYqp6_ri8JEgpQGJ4-PstGuKRV9UyCCeZVufZ7Amtc56RHigQaXBsg.lwsdR2Jp2Q8q1fSG1ueTL33fP70TbC-FOFVgBiZc23s%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0B4JPC8GT%26pd_rd_r%3Dbd08fedd-27a7-4112-8a3a-9c2b5d10bf9f%26pd_rd_w%3Dsh9U7%26pd_rd_wg%3DQUMS0%26pf_rd_p%3D59126330-c308-4c36-a5a0-21cac002681f%26pf_rd_r%3D1TR4CTQ5EY3P6T8VTY6D%26qid%3D1727269673%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C230%26sr%3D1-36-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
"Acer Aspire Lite 13th Gen Intel Core i3-1305U Thin and Light Premium Laptop (Windows 11 Home/8 GB RAM/512GB SSD/36 WHR) AL15-53 with 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 KG","33,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToxMzQyNzk1ODE2Mjg4NzIwOjE3MjcyNjk2NzM6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDI4MTgzNTEzNzYzMjo6NDo6&url=%2FAcer-i3-1305U-Premium-Windows-AL15-53%2Fdp%2FB0DB1SDB87%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%253Aamzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%26crid%3D82JPIJIXTHA6%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.jpG2znFO0sCSy5i2To6eaM3TwjHvMD5jRYqp6_ri8JEgpQGJ4-PstGuKRV9UyCCeZVufZ7Amtc56RHigQaXBsg.lwsdR2Jp2Q8q1fSG1ueTL33fP70TbC-FOFVgBiZc23s%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0DB1SDB87%26pd_rd_r%3Dbd08fedd-27a7-4112-8a3a-9c2b5d10bf9f%26pd_rd_w%3Dsh9U7%26pd_rd_wg%3DQUMS0%26pf_rd_p%3D59126330-c308-4c36-a5a0-21cac002681f%26pf_rd_r%3D1TR4CTQ5EY3P6T8VTY6D%26qid%3D1727269673%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C230%26sr%3D1-37-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
"Chuwi CoreBook X i5 14"" Laptop, 16GB RAM 512GB SSD, Windows 11, Intel Core i5-1035G1, WiFi 6, USB3.2, Backlit Keyboard, Webcam, Bluetooth 5.2, HDMI Port, 46.2 Wh, 1.4kg (Gray)","24,990",https://amazon.in//Chuwi-CoreBook-i5-1035G1-Keyboard-Bluetooth/dp/B0CNT6LD6W/ref=sr_1_38?crid=82JPIJIXTHA6&dib=eyJ2IjoiMSJ9.pwb2kgbZqV1v7hcMtyrGGWYKFf0rI_ff0ic0f4e_Dls1V4uM9vTadJmEwORUrlgcdgE9zAwysS5TJGnb5xNedTRIokNbdU-JSSIG70hnz4OghZwjB7bzRinBinnCmcREUOgDT0mJA1vn-edL9KsCOP9jByJEsKq1y9Wun5uN3pNAnirdXEJlBqMQuI9n8ZLgmye2RoUC3rjGsxJbfuOZ9gIyKuigDYh-bsNMHUA7o_Y.TeqbmqPqnOb4UA54qqE8WLH8jpL_1ucb_MyuvfA1WH8&dib_tag=se&keywords=laptop&qid=1727269673&sprefix=laptop%2Caps%2C230&sr=8-38
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
